clip_dir,n_sentences,correlation,p_value
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_9/03,7,0.23424374030084535,0.6131550369752419
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,6,0.23904572186687875,0.648261294967307
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_8/04,7,-0.4076871241636057,0.36394248359194614
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,7,0.8693182879212228,0.011037964932366327
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/03,6,0.12344267996967354,0.8157764957024014
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,5,-0.9746794344808964,0.004818230468198537
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/01,7,0.5,0.25316999510032273
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/04,7,0.4728662437434605,0.283891056706102
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_4/03,7,0.18018749253911182,0.6990457740939315
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_21/03,8,-0.626551500525444,0.09646118602901278
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_4/02,6,0.40583972495671394,0.42466250756136453
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_7/03,7,-0.09356014857063998,0.8418616158482587
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/01,7,0.4818120558297158,0.2735868413553099
